case_id,court,case_type,filing_date,filing_year,disposal_date,duration_months,event,hearings,adjournments,current_age_months
NG-00970,Lucknow District Court,Cheque Bounce,2022-07-01,2022,,48.0,0,5,3,48.0
NG-00971,Jaipur District Court,Family,2023-09-01,2023,,33.97,0,8,7,33.97
NG-00972,Noida District Court,Motor Accident,2025-04-01,2025,,14.98,0,7,2,14.98
NG-00973,Jaipur District Court,Civil Dispute,2018-07-01,2018,2020-05-04 06:39:52.695732899,22.12,1,3,2,22.12
NG-00974,Delhi District Court,Family,2022-08-01,2022,2023-08-26 12:12:08.859164526,12.83,1,4,2,12.83
NG-00975,Jaipur District Court,Civil Dispute,2019-02-01,2019,2020-03-16 18:29:08.415455040,13.46,1,5,3,13.46
NG-00976,Jaipur District Court,Property,2023-06-01,2023,2025-10-01 12:46:25.148704707,28.04,1,10,2,28.04
NG-00977,Noida District Court,Motor Accident,2018-02-01,2018,2020-04-24 19:33:55.922581013,26.74,1,8,3,26.74
NG-00978,Delhi District Court,Property,2020-11-01,2020,2024-09-14 04:41:56.984558504,46.43,1,8,2,46.43
NG-00979,Noida District Court,Family,2018-11-01,2018,2020-08-13 04:12:40.546314521,21.39,1,4,2,21.39
NG-00980,Jaipur District Court,Cheque Bounce,2025-02-01,2025,,16.92,0,7,5,16.92
NG-00981,Jaipur District Court,Cheque Bounce,2020-08-01,2020,2021-11-01 16:55:46.397714862,15.04,1,8,1,15.04
NG-00982,Lucknow District Court,Motor Accident,2020-03-01,2020,2022-07-07 15:14:45.361644129,28.21,1,12,4,28.21
NG-00983,Noida District Court,Family,2022-04-01,2022,2024-08-13 17:28:17.688540838,28.44,1,6,1,28.44
NG-00984,Jaipur District Court,Civil Dispute,2020-12-01,2020,2024-08-21 05:20:01.524073162,44.65,1,4,4,44.65
NG-00985,Noida District Court,Motor Accident,2021-03-01,2021,2022-03-21 07:10:32.384568846,12.66,1,6,1,12.66
NG-00986,Delhi District Court,Family,2018-09-01,2018,2022-01-19 23:44:44.846068358,40.64,1,7,7,40.64
NG-00987,Noida District Court,Property,2019-01-01,2019,2020-09-05 20:07:15.540540669,20.17,1,6,4,20.17
NG-00988,Jaipur District Court,Civil Dispute,2025-11-01,2025,,7.95,0,6,3,7.95
NG-00989,Lucknow District Court,Civil Dispute,2022-04-01,2022,2023-10-26 21:12:54.656107816,18.85,1,9,3,18.85
NG-00990,Delhi District Court,Civil Dispute,2024-12-01,2024,,18.96,0,4,3,18.96
NG-00991,Jaipur District Court,Motor Accident,2023-12-01,2023,,30.98,0,7,2,30.98
NG-00992,Lucknow District Court,Property,2025-05-01,2025,,13.99,0,5,1,13.99
NG-00993,Delhi District Court,Motor Accident,2025-06-01,2025,,12.98,0,9,2,12.98
NG-00994,Delhi District Court,Family,2024-02-01,2024,2026-01-10 15:50:01.711491221,23.31,1,9,2,23.31
NG-00995,Lucknow District Court,Cheque Bounce,2023-09-01,2023,2026-02-15 21:26:05.927054087,29.53,1,5,1,29.53
NG-00996,Noida District Court,Cheque Bounce,2023-07-01,2023,2026-02-05 17:44:13.301888118,31.23,1,8,5,31.23
NG-00997,Jaipur District Court,Family,2020-02-01,2020,2022-01-31 12:23:22.333428049,24.0,1,7,2,24.0
NG-00998,Jaipur District Court,Family,2019-07-01,2019,2021-05-22 17:00:56.004407161,22.72,1,4,4,22.72
NG-00999,Lucknow District Court,Cheque Bounce,2019-10-01,2019,2023-03-30 13:01:23.499347424,41.94,1,10,0,41.94
NG-01000,Delhi District Court,Motor Accident,2023-03-01,2023,2025-10-06 07:17:26.095936456,31.22,1,13,2,31.22
NG-01001,Delhi District Court,Property,2025-10-01,2025,,8.97,0,14,3,8.97
NG-01002,Delhi District Court,Civil Dispute,2018-12-01,2018,2020-09-16 08:10:05.888973103,21.53,1,4,2,21.53
NG-01003,Delhi District Court,Civil Dispute,2018-04-01,2018,2021-01-13 13:51:55.472303897,33.46,1,7,0,33.46
NG-01004,Delhi District Court,Cheque Bounce,2025-12-01,2025,,6.96,0,4,0,6.96
NG-01005,Lucknow District Court,Civil Dispute,2023-01-01,2023,2025-11-14 10:50:53.748583267,34.44,1,11,3,34.44
NG-01006,Noida District Court,Motor Accident,2021-01-01,2021,2023-09-06 21:42:24.591422917,32.16,1,7,2,32.16
NG-01007,Delhi District Court,Cheque Bounce,2024-04-01,2024,,26.97,0,7,1,26.97
NG-01008,Delhi District Court,Cheque Bounce,2025-05-01,2025,,13.99,0,10,1,13.99
NG-01009,Lucknow District Court,Cheque Bounce,2024-07-01,2024,,23.98,0,10,0,23.98
NG-01010,Noida District Court,Family,2024-12-01,2024,2026-04-17 17:23:22.534687705,16.52,1,6,2,16.52
NG-01011,Jaipur District Court,Civil Dispute,2022-07-01,2022,2025-01-17 13:08:27.160020332,30.6,1,5,2,30.6
NG-01012,Jaipur District Court,Family,2024-08-01,2024,,22.96,0,11,3,22.96
NG-01013,Jaipur District Court,Motor Accident,2018-06-01,2018,2021-05-25 14:49:14.743755474,35.8,1,5,2,35.8
NG-01014,Noida District Court,Family,2025-03-01,2025,,16.0,0,4,1,16.0
NG-01015,Noida District Court,Motor Accident,2018-11-01,2018,2021-07-24 22:09:52.504447080,32.75,1,7,1,32.75
NG-01016,Lucknow District Court,Cheque Bounce,2019-02-01,2019,2021-09-13 01:06:18.175244967,31.37,1,9,1,31.37
NG-01017,Jaipur District Court,Cheque Bounce,2020-12-01,2020,2024-02-02 00:56:45.041150287,38.04,1,6,5,38.04
NG-01018,Jaipur District Court,Family,2022-11-01,2022,2024-07-23 08:31:06.475460430,20.71,1,9,2,20.71
NG-01019,Delhi District Court,Cheque Bounce,2019-01-01,2019,2024-09-21 22:11:48.765180681,68.69,1,8,3,68.69
NG-01020,Noida District Court,Civil Dispute,2020-10-01,2020,2023-03-23 08:12:34.416778584,29.68,1,5,3,29.68
NG-01021,Jaipur District Court,Civil Dispute,2019-05-01,2019,2021-10-01 19:09:49.415965568,29.07,1,5,2,29.07
NG-01022,Lucknow District Court,Property,2019-10-01,2019,2024-09-25 21:50:41.962172556,59.85,1,3,3,59.85
NG-01023,Delhi District Court,Civil Dispute,2019-02-01,2019,2022-07-20 05:54:14.995299162,41.57,1,8,3,41.57
NG-01024,Jaipur District Court,Property,2018-04-01,2018,2025-12-10 12:35:56.221942099,92.33,1,10,2,92.33
NG-01025,Lucknow District Court,Property,2022-10-01,2022,2025-03-21 04:27:25.356630634,29.64,1,3,0,29.64
NG-01026,Jaipur District Court,Motor Accident,2023-11-01,2023,,31.96,0,8,3,31.96
NG-01027,Noida District Court,Family,2020-06-01,2020,2021-12-18 10:31:25.886959236,18.58,1,8,2,18.58
NG-01028,Jaipur District Court,Family,2024-12-01,2024,,18.96,0,10,4,18.96
NG-01029,Noida District Court,Motor Accident,2022-07-01,2022,,48.0,0,5,4,48.0
NG-01030,Jaipur District Court,Cheque Bounce,2020-09-01,2020,2022-10-01 23:01:06.053725401,25.0,1,6,1,25.0
NG-01031,Noida District Court,Property,2022-03-01,2022,2023-06-01 06:58:21.558399516,15.02,1,7,1,15.02
NG-01032,Jaipur District Court,Property,2023-02-01,2023,2025-04-04 19:11:25.147735929,26.08,1,7,5,26.08
NG-01033,Lucknow District Court,Civil Dispute,2019-07-01,2019,2022-02-17 23:29:26.265267245,31.64,1,8,2,31.64
NG-01034,Delhi District Court,Family,2018-02-01,2018,2020-10-23 21:09:02.963607471,32.72,1,8,0,32.72
NG-01035,Noida District Court,Family,2018-04-01,2018,2021-01-04 03:23:51.382627428,33.15,1,3,6,33.15
NG-01036,Lucknow District Court,Civil Dispute,2022-04-01,2022,2026-02-20 19:29:32.821911654,46.71,1,6,1,46.71
NG-01037,Noida District Court,Motor Accident,2018-08-01,2018,2022-11-21 16:53:30.408674847,51.7,1,10,2,51.7
NG-01038,Noida District Court,Property,2019-02-01,2019,2021-05-21 02:03:36.612757316,27.6,1,1,1,27.6
NG-01039,Delhi District Court,Motor Accident,2021-08-01,2021,2024-08-22 03:06:41.462158740,36.7,1,7,4,36.7
NG-01040,Lucknow District Court,Property,2024-02-01,2024,2025-06-03 11:38:50.831451761,16.05,1,7,2,16.05
NG-01041,Delhi District Court,Property,2021-03-01,2021,2023-08-09 00:07:29.764920354,29.27,1,9,3,29.27
NG-01042,Lucknow District Court,Cheque Bounce,2021-07-01,2021,2025-09-17 04:32:29.031538433,50.56,1,7,3,50.56
NG-01043,Lucknow District Court,Civil Dispute,2023-11-01,2023,2026-04-26 01:02:00.879427708,29.8,1,8,1,29.8
NG-01044,Noida District Court,Civil Dispute,2020-03-01,2020,2022-01-03 03:41:16.753537478,22.11,1,9,3,22.11
NG-01045,Noida District Court,Motor Accident,2025-11-01,2025,,7.95,0,8,2,7.95
NG-01046,Lucknow District Court,Property,2019-06-01,2019,2023-05-25 08:37:48.588426091,47.78,1,7,3,47.78
NG-01047,Jaipur District Court,Motor Accident,2025-05-01,2025,,13.99,0,6,2,13.99
NG-01048,Lucknow District Court,Property,2021-05-01,2021,2025-08-12 11:33:09.272779879,51.4,1,5,4,51.4
NG-01049,Lucknow District Court,Civil Dispute,2021-11-01,2021,2024-09-30 13:41:58.031339856,34.97,1,6,7,34.97
NG-01050,Delhi District Court,Civil Dispute,2023-12-01,2023,,30.98,0,5,4,30.98
NG-01051,Jaipur District Court,Property,2021-02-01,2021,2023-04-07 13:54:10.376417747,26.14,1,8,1,26.14
NG-01052,Noida District Court,Property,2019-01-01,2019,2020-12-27 06:03:21.678852948,23.86,1,5,3,23.86
NG-01053,Lucknow District Court,Civil Dispute,2021-03-01,2021,2025-02-25 08:40:02.175609809,47.88,1,7,1,47.88
NG-01054,Jaipur District Court,Cheque Bounce,2025-01-01,2025,,17.94,0,8,2,17.94
NG-01055,Noida District Court,Motor Accident,2024-02-01,2024,,28.94,0,2,3,28.94
NG-01056,Lucknow District Court,Civil Dispute,2023-09-01,2023,2025-01-03 05:58:14.120616391,16.11,1,7,0,16.11
NG-01057,Jaipur District Court,Family,2023-05-01,2023,2025-05-23 08:16:27.138565456,24.75,1,7,3,24.75
NG-01058,Jaipur District Court,Motor Accident,2023-02-01,2023,2026-02-21 06:16:27.150264088,36.67,1,12,2,36.67
NG-01059,Noida District Court,Cheque Bounce,2024-06-01,2024,,24.97,0,7,4,24.97
NG-01060,Lucknow District Court,Cheque Bounce,2020-09-01,2020,2023-12-18 03:37:11.243470779,39.53,1,6,1,39.53
NG-01061,Noida District Court,Civil Dispute,2023-10-01,2023,,32.98,0,6,2,32.98
NG-01062,Noida District Court,Property,2020-03-01,2020,2022-08-08 14:03:47.334420872,29.26,1,5,3,29.26
NG-01063,Lucknow District Court,Civil Dispute,2023-04-01,2023,2026-03-05 04:48:30.743491135,35.12,1,3,0,35.12
NG-01064,Jaipur District Court,Property,2022-11-01,2022,2025-01-20 12:32:26.551520934,26.66,1,7,2,26.66
NG-01065,Jaipur District Court,Family,2018-05-01,2018,2019-05-23 22:11:22.043650439,12.74,1,3,3,12.74
NG-01066,Lucknow District Court,Motor Accident,2021-12-01,2021,2023-06-19 21:54:29.331434802,18.59,1,8,1,18.59
NG-01067,Lucknow District Court,Cheque Bounce,2019-05-01,2019,2022-08-27 02:09:02.434049012,39.88,1,7,4,39.88
NG-01068,Noida District Court,Family,2019-02-01,2019,2021-04-06 19:35:38.149814037,26.14,1,11,1,26.14
NG-01069,Jaipur District Court,Civil Dispute,2018-06-01,2018,2021-11-10 10:17:12.668767560,41.34,1,7,3,41.34
NG-01070,Jaipur District Court,Civil Dispute,2025-09-01,2025,,9.95,0,5,3,9.95
NG-01071,Lucknow District Court,Cheque Bounce,2024-02-01,2024,2026-06-20 20:18:27.055783699,28.61,1,6,1,28.61
NG-01072,Jaipur District Court,Motor Accident,2018-07-01,2018,2020-01-16 19:47:35.440402050,18.56,1,10,2,18.56
NG-01073,Jaipur District Court,Cheque Bounce,2020-10-01,2020,2023-03-09 15:48:18.136373546,29.23,1,7,0,29.23
NG-01074,Noida District Court,Civil Dispute,2023-12-01,2023,2024-11-11 12:10:24.309739937,11.38,1,5,2,11.38
NG-01075,Delhi District Court,Motor Accident,2025-04-01,2025,,14.98,0,7,4,14.98
NG-01076,Delhi District Court,Motor Accident,2025-01-01,2025,,17.94,0,7,3,17.94
NG-01077,Jaipur District Court,Property,2023-08-01,2023,2026-05-26 15:00:08.129749818,33.82,1,4,1,33.82
NG-01078,Delhi District Court,Civil Dispute,2023-01-01,2023,2024-12-20 11:15:24.742995445,23.64,1,9,2,23.64
NG-01079,Noida District Court,Property,2018-05-01,2018,2023-01-15 06:25:47.439686170,56.51,1,2,2,56.51
NG-01080,Jaipur District Court,Property,2023-02-01,2023,2025-02-24 08:47:40.633487341,24.78,1,5,2,24.78
NG-01081,Lucknow District Court,Family,2022-03-01,2022,2024-01-08 10:08:09.472850499,22.29,1,5,3,22.29
NG-01082,Noida District Court,Civil Dispute,2018-07-01,2018,2024-09-23 07:26:13.900954050,74.78,1,13,1,74.78
NG-01083,Delhi District Court,Motor Accident,2023-09-01,2023,2024-11-03 06:43:09.116528701,14.1,1,5,2,14.1
NG-01084,Delhi District Court,Motor Accident,2019-12-01,2019,2022-07-31 02:15:24.461797029,31.97,1,7,3,31.97
NG-01085,Jaipur District Court,Property,2022-03-01,2022,2025-08-31 15:45:49.908158968,42.04,1,8,2,42.04
NG-01086,Delhi District Court,Property,2023-04-01,2023,2024-11-23 23:42:52.149445678,19.81,1,14,0,19.81
NG-01087,Delhi District Court,Motor Accident,2022-04-01,2022,2026-06-08 14:36:31.060045517,50.25,1,5,2,50.25
NG-01088,Jaipur District Court,Property,2025-03-01,2025,,16.0,0,8,2,16.0
NG-01089,Noida District Court,Property,2018-02-01,2018,2021-06-13 02:04:06.338593050,40.34,1,6,2,40.34
NG-01090,Jaipur District Court,Civil Dispute,2025-04-01,2025,,14.98,0,6,4,14.98
NG-01091,Noida District Court,Civil Dispute,2020-02-01,2020,2022-10-17 07:16:25.758229359,32.5,1,7,3,32.5
NG-01092,Delhi District Court,Cheque Bounce,2022-05-01,2022,2024-09-12 12:29:42.189465315,28.43,1,11,1,28.43
NG-01093,Jaipur District Court,Cheque Bounce,2025-04-01,2025,,14.98,0,8,2,14.98
NG-01094,Jaipur District Court,Motor Accident,2018-02-01,2018,2020-04-12 01:58:39.008312325,26.32,1,8,3,26.32
NG-01095,Noida District Court,Motor Accident,2020-11-01,2020,2023-01-21 23:35:31.518211623,26.67,1,11,1,26.67
NG-01096,Noida District Court,Cheque Bounce,2022-07-01,2022,2024-09-30 05:22:25.179832963,27.01,1,7,2,27.01
NG-01097,Lucknow District Court,Civil Dispute,2020-06-01,2020,2022-04-08 06:48:19.282172443,22.22,1,3,1,22.22
NG-01098,Delhi District Court,Property,2018-08-01,2018,,94.97,0,6,5,94.97
NG-01099,Delhi District Court,Motor Accident,2019-11-01,2019,2023-01-17 03:43:13.999238137,38.54,1,6,2,38.54
NG-01100,Noida District Court,Civil Dispute,2024-01-01,2024,2026-05-01 21:12:42.612448919,27.99,1,6,0,27.99
NG-01101,Jaipur District Court,Family,2019-08-01,2019,2020-08-04 17:49:10.272901523,12.15,1,5,3,12.15
NG-01102,Noida District Court,Family,2022-09-01,2022,2026-04-05 03:43:47.529922339,43.11,1,13,6,43.11
NG-01103,Lucknow District Court,Civil Dispute,2020-12-01,2020,2025-07-13 05:09:35.577431294,55.36,1,4,3,55.36
NG-01104,Lucknow District Court,Cheque Bounce,2022-02-01,2022,2023-07-15 15:45:47.050001729,17.4,1,8,2,17.4
NG-01105,Delhi District Court,Property,2022-02-01,2022,2024-08-28 18:39:50.355270679,30.87,1,9,0,30.87
NG-01106,Jaipur District Court,Property,2024-06-01,2024,,24.97,0,8,3,24.97
NG-01107,Delhi District Court,Civil Dispute,2025-03-01,2025,,16.0,0,8,2,16.0
NG-01108,Lucknow District Court,Motor Accident,2023-12-01,2023,,30.98,0,7,3,30.98
NG-01109,Jaipur District Court,Civil Dispute,2025-01-01,2025,,17.94,0,10,2,17.94
NG-01110,Jaipur District Court,Motor Accident,2022-06-01,2022,2025-08-02 20:31:35.721284911,38.07,1,7,3,38.07
NG-01111,Delhi District Court,Civil Dispute,2018-07-01,2018,2023-03-03 15:44:04.628993274,56.07,1,8,1,56.07
NG-01112,Delhi District Court,Family,2023-07-01,2023,2026-05-01 22:03:23.434341638,34.03,1,8,3,34.03
NG-01113,Jaipur District Court,Civil Dispute,2025-08-01,2025,,10.97,0,8,4,10.97
NG-01114,Noida District Court,Family,2018-02-01,2018,2019-10-31 00:42:22.473113232,20.93,1,4,3,20.93
NG-01115,Noida District Court,Family,2022-09-01,2022,2026-02-15 22:54:34.248257216,41.52,1,6,2,41.52
NG-01116,Noida District Court,Cheque Bounce,2025-09-01,2025,,9.95,0,6,5,9.95
NG-01117,Jaipur District Court,Cheque Bounce,2018-08-01,2018,2021-06-23 20:06:11.476851336,34.75,1,5,5,34.75
NG-01118,Lucknow District Court,Motor Accident,2018-03-01,2018,2020-09-04 02:15:34.628113258,30.16,1,9,1,30.16
NG-01119,Noida District Court,Motor Accident,2024-05-01,2024,,25.99,0,9,5,25.99
NG-01120,Lucknow District Court,Family,2019-05-01,2019,2021-08-18 03:23:41.377838314,27.6,1,5,4,27.6
NG-01121,Delhi District Court,Motor Accident,2023-02-01,2023,2025-10-01 05:51:35.782179019,31.97,1,8,6,31.97
NG-01122,Noida District Court,Family,2024-11-01,2024,2026-04-10 02:12:32.070050326,17.25,1,8,3,17.25
NG-01123,Lucknow District Court,Family,2025-08-01,2025,,10.97,0,5,2,10.97
NG-01124,Jaipur District Court,Property,2024-08-01,2024,,22.96,0,10,2,22.96
NG-01125,Lucknow District Court,Property,2018-06-01,2018,2021-06-02 17:51:56.865200307,36.06,1,11,3,36.06
NG-01126,Lucknow District Court,Cheque Bounce,2020-07-01,2020,2024-07-07 08:21:40.534263279,48.2,1,8,1,48.2
NG-01127,Delhi District Court,Cheque Bounce,2025-07-01,2025,,11.99,0,6,4,11.99
NG-01128,Delhi District Court,Cheque Bounce,2025-09-01,2025,,9.95,0,12,2,9.95
NG-01129,Lucknow District Court,Family,2020-04-01,2020,2022-02-14 09:20:56.760416980,22.48,1,5,3,22.48
NG-01130,Jaipur District Court,Cheque Bounce,2025-08-01,2025,,10.97,0,9,1,10.97
NG-01131,Jaipur District Court,Civil Dispute,2023-02-01,2023,,40.93,0,8,1,40.93
NG-01132,Jaipur District Court,Civil Dispute,2019-12-01,2019,2023-05-10 16:39:25.859719272,41.28,1,7,5,41.28
NG-01133,Lucknow District Court,Civil Dispute,2021-01-01,2021,2025-02-22 11:59:11.892942412,49.72,1,8,8,49.72
NG-01134,Jaipur District Court,Civil Dispute,2024-11-01,2024,,19.94,0,8,3,19.94
NG-01135,Noida District Court,Civil Dispute,2020-02-01,2020,2021-05-21 17:35:26.622649564,15.63,1,5,1,15.63
NG-01136,Delhi District Court,Motor Accident,2021-01-01,2021,2023-08-25 22:14:11.471788409,31.76,1,3,4,31.76
NG-01137,Lucknow District Court,Family,2023-09-01,2023,2024-09-08 10:16:14.328308352,12.27,1,5,1,12.27
NG-01138,Delhi District Court,Family,2021-08-01,2021,2023-08-19 01:52:13.641211617,24.58,1,6,2,24.58
NG-01139,Delhi District Court,Motor Accident,2022-01-01,2022,,53.94,0,6,4,53.94
NG-01140,Noida District Court,Civil Dispute,2022-09-01,2022,2024-11-02 01:29:06.126379975,26.05,1,6,2,26.05
NG-01141,Lucknow District Court,Cheque Bounce,2019-11-01,2019,2025-12-23 14:43:30.771038208,73.74,1,7,4,73.74
NG-01142,Delhi District Court,Cheque Bounce,2022-05-01,2022,2023-07-11 23:02:09.519581339,14.35,1,7,2,14.35
NG-01143,Delhi District Court,Property,2020-02-01,2020,2022-12-10 10:56:55.206623973,34.28,1,2,2,34.28
NG-01144,Delhi District Court,Family,2022-06-01,2022,2026-03-25 04:00:40.676238480,45.77,1,6,3,45.77
NG-01145,Delhi District Court,Family,2023-05-01,2023,2025-02-15 17:49:17.723357037,21.57,1,8,3,21.57
NG-01146,Noida District Court,Cheque Bounce,2021-01-01,2021,2025-08-22 21:17:11.520753702,55.68,1,5,2,55.68
NG-01147,Noida District Court,Civil Dispute,2018-02-01,2018,2021-03-17 01:57:44.343182445,37.45,1,5,3,37.45
NG-01148,Jaipur District Court,Property,2021-08-01,2021,2024-06-30 06:34:45.003809398,34.96,1,7,4,34.96
NG-01149,Lucknow District Court,Civil Dispute,2023-01-01,2023,2026-05-24 19:08:23.984110106,40.73,1,5,4,40.73
NG-01150,Delhi District Court,Cheque Bounce,2020-09-01,2020,2022-11-19 04:44:17.650137554,26.58,1,5,1,26.58
NG-01151,Noida District Court,Property,2022-11-01,2022,2024-10-23 05:12:56.809253165,23.73,1,8,2,23.73
NG-01152,Jaipur District Court,Cheque Bounce,2019-06-01,2019,2022-09-25 07:58:27.907122417,39.83,1,5,6,39.83
NG-01153,Noida District Court,Civil Dispute,2020-06-01,2020,2024-02-11 09:18:26.514785946,44.36,1,8,3,44.36
NG-01154,Lucknow District Court,Property,2020-05-01,2020,2022-10-26 18:02:38.805491647,29.85,1,8,1,29.85
NG-01155,Delhi District Court,Cheque Bounce,2023-08-01,2023,,34.99,0,10,4,34.99
NG-01156,Jaipur District Court,Family,2018-12-01,2018,2021-09-14 23:36:11.914750509,33.48,1,5,2,33.48
NG-01157,Noida District Court,Motor Accident,2018-02-01,2018,2022-12-23 14:01:38.579977237,58.69,1,4,4,58.69
NG-01158,Lucknow District Court,Family,2018-08-01,2018,2020-05-05 12:58:58.791236764,21.14,1,6,4,21.14
NG-01159,Jaipur District Court,Family,2021-12-01,2021,2025-01-06 11:41:53.799315734,37.2,1,4,4,37.2
NG-01160,Noida District Court,Property,2020-08-01,2020,2023-08-26 04:16:17.729579049,36.8,1,7,1,36.8
NG-01161,Delhi District Court,Civil Dispute,2018-04-01,2018,2021-07-06 13:01:36.742832244,39.18,1,3,1,39.18
NG-01162,Noida District Court,Motor Accident,2021-04-01,2021,2023-10-14 04:10:00.313333245,30.43,1,8,4,30.43
NG-01163,Lucknow District Court,Family,2022-03-01,2022,2023-01-23 07:30:48.149477265,10.79,1,5,1,10.79
NG-01164,Delhi District Court,Family,2018-09-01,2018,2019-12-30 00:10:05.620960522,15.93,1,8,3,15.93
NG-01165,Noida District Court,Cheque Bounce,2019-01-01,2019,2020-10-25 04:34:57.532855272,21.79,1,8,1,21.79
NG-01166,Jaipur District Court,Civil Dispute,2018-07-01,2018,2021-07-25 02:49:38.126462442,36.8,1,9,2,36.8
NG-01167,Lucknow District Court,Cheque Bounce,2023-02-01,2023,2024-07-23 23:47:36.177745243,17.71,1,5,2,17.71
NG-01168,Jaipur District Court,Family,2023-04-01,2023,2026-04-09 02:56:02.873759340,36.27,1,8,4,36.27
NG-01169,Lucknow District Court,Property,2022-05-01,2022,2024-11-19 06:06:23.930171187,30.66,1,8,3,30.66
NG-01170,Lucknow District Court,Cheque Bounce,2019-11-01,2019,2022-05-02 06:41:24.425287031,30.0,1,3,2,30.0
NG-01171,Lucknow District Court,Motor Accident,2021-11-01,2021,2025-04-29 13:39:36.963599261,41.9,1,8,1,41.9
NG-01172,Noida District Court,Cheque Bounce,2019-03-01,2019,2024-08-30 04:01:48.483458114,66.0,1,4,3,66.0
NG-01173,Lucknow District Court,Cheque Bounce,2021-12-01,2021,2025-04-06 04:30:35.912194525,40.15,1,4,3,40.15
NG-01174,Jaipur District Court,Cheque Bounce,2021-09-01,2021,2023-02-07 04:36:54.206632670,17.22,1,7,2,17.22
NG-01175,Delhi District Court,Cheque Bounce,2019-03-01,2019,2022-07-23 05:35:17.408676039,40.74,1,4,5,40.74
NG-01176,Delhi District Court,Family,2019-02-01,2019,2020-12-01 10:02:41.048687653,21.99,1,10,5,21.99
NG-01177,Delhi District Court,Cheque Bounce,2022-10-01,2022,,44.97,0,9,3,44.97
NG-01178,Jaipur District Court,Property,2025-12-01,2025,,6.96,0,8,1,6.96
NG-01179,Noida District Court,Family,2018-10-01,2018,2020-08-21 20:35:02.285073720,22.7,1,3,3,22.7
NG-01180,Jaipur District Court,Civil Dispute,2025-09-01,2025,,9.95,0,7,7,9.95
NG-01181,Delhi District Court,Motor Accident,2021-09-01,2021,2022-12-02 07:32:55.134296784,15.02,1,4,3,15.02
NG-01182,Delhi District Court,Cheque Bounce,2025-06-01,2025,,12.98,0,5,5,12.98
NG-01183,Delhi District Court,Family,2024-12-01,2024,,18.96,0,7,3,18.96
NG-01184,Delhi District Court,Civil Dispute,2020-12-01,2020,2022-09-26 05:46:54.876221394,21.82,1,4,2,21.82
NG-01185,Jaipur District Court,Property,2019-02-01,2019,2020-08-02 11:04:17.246863464,18.02,1,6,1,18.02
NG-01186,Lucknow District Court,Motor Accident,2024-02-01,2024,2025-07-01 12:50:28.344861375,16.97,1,4,2,16.97
NG-01187,Lucknow District Court,Property,2019-06-01,2019,2023-04-15 04:53:06.086589357,46.46,1,8,6,46.46
NG-01188,Jaipur District Court,Cheque Bounce,2019-09-01,2019,2023-07-06 20:42:47.455583486,46.15,1,7,5,46.15
NG-01189,Noida District Court,Motor Accident,2018-05-01,2018,2020-04-17 13:58:07.065941675,23.57,1,10,3,23.57
NG-01190,Jaipur District Court,Civil Dispute,2024-07-01,2024,2026-06-20 23:24:33.491010539,23.65,1,4,3,23.65
NG-01191,Delhi District Court,Civil Dispute,2024-11-01,2024,,19.94,0,11,2,19.94
NG-01192,Lucknow District Court,Cheque Bounce,2019-09-01,2019,2024-09-29 19:17:34.652649508,60.97,1,9,2,60.97
NG-01193,Lucknow District Court,Cheque Bounce,2018-01-01,2018,2024-05-13 15:37:19.990937138,76.37,1,5,3,76.37
NG-01194,Delhi District Court,Property,2021-02-01,2021,2023-12-18 20:10:10.202081805,34.52,1,5,2,34.52
NG-01195,Noida District Court,Civil Dispute,2019-08-01,2019,2022-09-30 15:11:12.389263745,38.0,1,9,5,38.0
NG-01196,Noida District Court,Motor Accident,2025-05-01,2025,,13.99,0,9,3,13.99
NG-01197,Delhi District Court,Motor Accident,2021-07-01,2021,2025-01-08 07:06:45.377444554,42.29,1,8,2,42.29
NG-01198,Jaipur District Court,Motor Accident,2020-09-01,2020,2023-04-23 15:58:27.903351547,31.69,1,13,3,31.69
NG-01199,Delhi District Court,Family,2018-10-01,2018,2022-05-06 05:18:28.991403823,43.14,1,12,2,43.14
NG-01200,Noida District Court,Civil Dispute,2022-09-01,2022,,45.96,0,7,2,45.96
NG-01201,Delhi District Court,Family,2023-03-01,2023,2025-08-05 10:54:30.945737312,29.19,1,4,2,29.19
NG-01202,Jaipur District Court,Cheque Bounce,2022-04-01,2022,,50.99,0,7,4,50.99
NG-01203,Noida District Court,Cheque Bounce,2023-07-01,2023,,36.01,0,1,3,36.01
NG-01204,Delhi District Court,Civil Dispute,2018-03-01,2018,2020-07-25 06:39:39.674200824,28.82,1,5,2,28.82
NG-01205,Jaipur District Court,Property,2020-03-01,2020,2023-05-29 19:43:51.244190734,38.92,1,11,4,38.92
NG-01206,Noida District Court,Property,2023-04-01,2023,,38.99,0,5,1,38.99
NG-01207,Delhi District Court,Civil Dispute,2023-04-01,2023,,38.99,0,12,3,38.99
NG-01208,Lucknow District Court,Motor Accident,2018-01-01,2018,2021-08-27 08:50:41.553523216,43.84,1,7,1,43.84
NG-01209,Lucknow District Court,Property,2025-04-01,2025,,14.98,0,9,3,14.98
NG-01210,Jaipur District Court,Civil Dispute,2023-04-01,2023,,38.99,0,6,1,38.99
NG-01211,Jaipur District Court,Motor Accident,2023-04-01,2023,,38.99,0,9,3,38.99
NG-01212,Lucknow District Court,Motor Accident,2020-11-01,2020,2023-04-02 02:59:13.517616773,28.98,1,12,4,28.98
